fiscal_year,state_name,program_area,total_investment_dollars,number_investments,svi_investments
2022,Alabama,Telecommunications Programs,78465175,4,0
2022,Alabama,Water and Environmental,26580281,19,11165681
2022,Alaska,Business Programs,47190876,29,3257065
2022,Alaska,Community Facilities,14688017,6,2188017
2022,Alaska,Electric Programs,14175734,7,0
2022,Alaska,Multifamily Housing,5996582,29,2661119
2022,Alaska,Single Family Housing,86593732,309,20776238
2022,Alaska,Telecommunications Programs,243985584,10,0
2022,Alaska,Water and Environmental,22444303,46,20524132
2022,Arizona,Business Programs,44513642,30,43238962
2022,Arizona,Community Facilities,69317857,41,8235702
2022,Arizona,Multifamily Housing,24517813,141,17539313
2022,Arizona,Single Family Housing,205129066,964,101191204
2022,Arizona,Telecommunications Programs,65814373,4,0
2022,Arizona,Water and Environmental,40390028,24,18389817
2022,Arkansas,Business Programs,37888032,48,10400941
2022,Arkansas,Community Facilities,8660041,25,6910927
2022,Arkansas,Electric Programs,270056000,6,0
2022,Arkansas,Multifamily Housing,28098689,278,12171856
2022,Arkansas,Single Family Housing,498242402,3414,88273458
2022,Arkansas,Telecommunications Programs,29632909,3,0
2022,Arkansas,Water and Environmental,29405800,22,3844600
2022,California,Business Programs,183436720,102,65603537
2022,California,Community Facilities,73919290,131,26234430
2022,California,Electric Programs,1400000,1,0
2022,California,Multifamily Housing,224822430,501,170730768
2022,California,Single Family Housing,398943466,1442,273337465
2022,California,Telecommunications Programs,65815565,6,0
2022,California,Water and Environmental,47594419,20,35098869
2022,Colorado,Business Programs,108546607,44,6530812
2022,Colorado,Community Facilities,27871950,20,3141750
2022,Colorado,Electric Programs,48409000,2,0
2022,Colorado,Multifamily Housing,16109223,127,7091659
2022,Colorado,Single Family Housing,113949239,440,29096572
2022,Colorado,Telecommunications Programs,34622207,3,0
2022,Colorado,Water and Environmental,28635511,14,30000
2022,Connecticut,Business Programs,10466424,13,1516997
2022,Connecticut,Community Facilities,904786,6,0
2022,Connecticut,Multifamily Housing,9217248,53,117073
2022,Connecticut,Single Family Housing,61563188,260,3921599
2022,Delaware,Business Programs,25755243,19,25014713
2022,Delaware,Community Facilities,3863500,12,1803900
2022,Delaware,Multifamily Housing,6029185,37,2760539
2022,Delaware,Single Family Housing,105034336,405,18269766
2022,Delaware,Water and Environmental,30734000,6,0
2022,District of Columbia,Business Programs,1125000,4,0
2022,District of Columbia,Community Facilities,2650000,4,0
2022,District of Columbia,Water and Environmental,10474000,4,0
2022,Florida,Business Programs,48693516,24,25244459
2022,Florida,Community Facilities,20262270,43,8337394
2022,Florida,Electric Programs,368000000,5,0
2022,Florida,Multifamily Housing,146702650,670,73923917
2022,Florida,Single Family Housing,433661279,2048,122079510
2022,Florida,Water and Environmental,5561474,7,0
2022,Georgia,Business Programs,81030208,48,68386323
2022,Georgia,Community Facilities,15748820,72,14593270
2022,Georgia,Electric Programs,592205000,7,0
2022,Georgia,Multifamily Housing,86038947,550,61415263
2022,Georgia,Single Family Housing,516731620,2673,136680852
2022,Georgia,Telecommunications Programs,52588568,2,0
2022,Georgia,Water and Environmental,20109581,10,1573581
2022,Hawaii,Business Programs,8837242,14,431213
2022,Hawaii,Community Facilities,2828484,4,2189484
2022,Hawaii,Electric Programs,20000000,1,0
2022,Hawaii,Multifamily Housing,11075480,24,2933002
2022,Hawaii,Single Family Housing,90518696,222,11425814
2022,Hawaii,Water and Environmental,5765000,5,0
2022,Idaho,Business Programs,52164883,49,26037009
2022,Idaho,Community Facilities,3625000,7,2596300
2022,Idaho,Electric Programs,21832000,1,0
2022,Idaho,Multifamily Housing,19532898,192,8222834
2022,Idaho,Single Family Housing,85558366,321,21222590
2022,Idaho,Telecommunications Programs,11084293,2,0
2022,Idaho,Water and Environmental,46938228,21,2596596
2022,Illinois,Business Programs,70553732,114,321611
2022,Illinois,Community Facilities,18590017,47,3942500
2022,Illinois,Multifamily Housing,31798808,637,3172618
2022,Illinois,Single Family Housing,246622198,2512,19668036
2022,Illinois,Telecommunications Programs,74466698,6,0
2022,Illinois,Water and Environmental,118492305,71,0
2022,Indiana,Business Programs,27572624,71,10105534
2022,Indiana,Community Facilities,4002803,25,31706
2022,Indiana,Electric Programs,91000000,4,0
2022,Indiana,Multifamily Housing,35509007,905,5282269
2022,Indiana,Single Family Housing,595792921,3763,55906470
2022,Indiana,Water and Environmental,50310651,22,8364000
2022,Iowa,Business Programs,186338760,212,2607921
2022,Iowa,Community Facilities,124592112,119,24937697
2022,Iowa,Electric Programs,31500000,4,0
2022,Iowa,Multifamily Housing,26343548,567,2247697
2022,Iowa,Single Family Housing,203276832,1655,12613621
2022,Iowa,Telecommunications Programs,34294766,6,0
2022,Iowa,Water and Environmental,131390053,63,150000
2022,Kansas,Business Programs,42811338,70,14859180
2022,Kansas,Community Facilities,120746583,44,801100
2022,Kansas,Electric Programs,7500000,1,0
2022,Kansas,Multifamily Housing,51774798,359,17668872
2022,Kansas,Single Family Housing,147722592,1155,15704160
2022,Kansas,Telecommunications Programs,9386392,2,0
2022,Kansas,Water and Environmental,38957000,32,0
2022,Kentucky,Business Programs,195422753,80,79579369
2022,Kentucky,Community Facilities,7269466,30,2394166
2022,Kentucky,Electric Programs,304415000,6,0
2022,Kentucky,Multifamily Housing,39079573,374,14149841
2022,Kentucky,Single Family Housing,484121708,3206,66815186
2022,Kentucky,Telecommunications Programs,37341105,5,0
2022,Kentucky,Water and Environmental,15289000,10,5867000
2022,Louisiana,Business Programs,130430160,34,48839647
2022,Louisiana,Community Facilities,49251397,25,8372482
2022,Louisiana,Electric Programs,79343000,1,0
2022,Louisiana,Multifamily Housing,71050252,324,27516009
2022,Louisiana,Single Family Housing,913512736,4971,156864523
2022,Louisiana,Water and Environmental,7789000,4,7074000
2022,Maine,Business Programs,98070932,67,11734679
2022,Maine,Community Facilities,12665238,22,0
2022,Maine,Multifamily Housing,38456648,421,4211136
2022,Maine,Single Family Housing,162711984,923,8271399
2022,Maine,Water and Environmental,41250600,22,0
2022,Maryland,Business Programs,20300285,23,46601
2022,Maryland,Community Facilities,5650190,26,1355800
2022,Maryland,Multifamily Housing,28913621,117,9544909
2022,Maryland,Single Family Housing,382397132,1448,44334161
2022,Maryland,Water and Environmental,23375000,10,3261000
2022,Massachusetts,Business Programs,11300385,47,49137
2022,Massachusetts,Community Facilities,53097195,21,1182400
2022,Massachusetts,Multifamily Housing,10128256,69,848455
2022,Massachusetts,Single Family Housing,47323171,187,310189
2022,Massachusetts,Water and Environmental,17865200,6,0
2022,Michigan,Business Programs,33165156,84,11146331
2022,Michigan,Community Facilities,104432421,46,1074344
2022,Michigan,Electric Programs,315439000,4,0
2022,Michigan,Multifamily Housing,52882220,1643,10719780
2022,Michigan,Single Family Housing,389228330,2749,34200745
2022,Michigan,Telecommunications Programs,103442406,7,0
2022,Michigan,Water and Environmental,132631723,55,35389000
2022,Minnesota,Business Programs,104478196,199,19699403
2022,Minnesota,Community Facilities,23946314,78,6010048
2022,Minnesota,Electric Programs,179155000,11,0
2022,Minnesota,Multifamily Housing,26797650,682,3780849
2022,Minnesota,Single Family Housing,272824213,1570,24151644
2022,Minnesota,Telecommunications Programs,25758174,5,0
2022,Minnesota,Water and Environmental,75488000,46,3482000
2022,Mississippi,Business Programs,44029699,39,8184269
2022,Mississippi,Community Facilities,52759109,33,27934409
2022,Mississippi,Electric Programs,158070000,2,0
2022,Mississippi,Multifamily Housing,79007115,452,55655121
2022,Mississippi,Single Family Housing,410767480,2637,98578777
2022,Mississippi,Telecommunications Programs,53685198,5,0
2022,Mississippi,Water and Environmental,26489130,17,21955130
2022,Missouri,Business Programs,62987386,147,23434399
2022,Missouri,Community Facilities,66676450,52,2887558
2022,Missouri,Electric Programs,257183000,5,0
2022,Missouri,Multifamily Housing,29437703,891,8078957
2022,Missouri,Single Family Housing,610182954,4186,118589981
2022,Missouri,Telecommunications Programs,74456620,6,0
2022,Missouri,Water and Environmental,60686000,28,2344000
2022,Montana,Business Programs,20562391,49,2737968
2022,Montana,Community Facilities,27835034,18,17107172
2022,Montana,Electric Programs,3000000,1,0
2022,Montana,Multifamily Housing,7522551,230,1091708
2022,Montana,Single Family Housing,70876826,367,6625510
2022,Montana,Telecommunications Programs,37567352,3,0
2022,Montana,Water and Environmental,20132600,11,210000
2022,Nebraska,Business Programs,116880492,92,29241308
2022,Nebraska,Community Facilities,27345092,21,1577522
2022,Nebraska,Electric Programs,5830000,3,0
2022,Nebraska,Multifamily Housing,11597716,272,4112381
2022,Nebraska,Single Family Housing,98526825,743,10557997
2022,Nebraska,Water and Environmental,6682905,13,3716000
2022,Nevada,Business Programs,11036577,9,0
2022,Nevada,Community Facilities,7973003,9,1248048
2022,Nevada,Multifamily Housing,12916956,64,7967868
2022,Nevada,Single Family Housing,55678567,219,6582223
2022,Nevada,Telecommunications Programs,27154596,1,0
2022,Nevada,Water and Environmental,4424198,3,0
2022,New Hampshire,Business Programs,23039110,41,32694
2022,New Hampshire,Community Facilities,4621344,18,0
2022,New Hampshire,Electric Programs,15217000,1,0
2022,New Hampshire,Multifamily Housing,13947882,95,0
2022,New Hampshire,Single Family Housing,34110480,250,675199
2022,New Hampshire,Water and Environmental,18508888,9,0
2022,New Jersey,Business Programs,1830120,19,295602
2022,New Jersey,Community Facilities,3667096,16,2130000
2022,New Jersey,Multifamily Housing,25017712,133,1260267
2022,New Jersey,Single Family Housing,71937762,331,8602079
2022,New Jersey,Water and Environmental,14296639,10,9200100
2022,New Mexico,Business Programs,3875574,27,2924869
2022,New Mexico,Community Facilities,3054764,12,1344795
2022,New Mexico,Electric Programs,20893000,1,0
2022,New Mexico,Multifamily Housing,23236232,112,15952004
2022,New Mexico,Single Family Housing,50957462,303,20589518
2022,New Mexico,Telecommunications Programs,168438084,11,0
2022,New Mexico,Water and Environmental,16519992,9,15891292
2022,New York,Business Programs,158851631,91,11777290
2022,New York,Community Facilities,64048249,55,1851158
2022,New York,Multifamily Housing,31916921,415,2436701
2022,New York,Single Family Housing,109937651,950,8626941
2022,New York,Water and Environmental,108168560,49,7399500
2022,North Carolina,Business Programs,233631249,88,135039780
2022,North Carolina,Community Facilities,104670032,76,81342616
2022,North Carolina,Electric Programs,229887000,7,0
2022,North Carolina,Multifamily Housing,115725969,525,74532345
2022,North Carolina,Single Family Housing,674593878,3428,172972845
2022,North Carolina,Telecommunications Programs,43076128,4,0
2022,North Carolina,Water and Environmental,11995200,13,3146200
2022,North Dakota,Business Programs,82573756,31,137006
2022,North Dakota,Community Facilities,162831740,52,12324051
2022,North Dakota,Electric Programs,133575000,6,0
2022,North Dakota,Multifamily Housing,7533450,161,1130099
2022,North Dakota,Single Family Housing,63413087,345,2724511
2022,North Dakota,Telecommunications Programs,63139132,4,0
2022,North Dakota,Water and Environmental,16195779,17,5000000
2022,Ohio,Business Programs,80469251,64,888294
2022,Ohio,Community Facilities,25167120,68,1956815
2022,Ohio,Electric Programs,303396000,6,0
2022,Ohio,Multifamily Housing,38193380,505,7180097
2022,Ohio,Single Family Housing,453827310,3216,33622875
2022,Ohio,Telecommunications Programs,585045,1,0
2022,Ohio,Water and Environmental,9073883,5,3058000
2022,Oklahoma,Business Programs,104136049,49,24894420
2022,Oklahoma,Community Facilities,14293510,39,12001010
2022,Oklahoma,Multifamily Housing,32027891,262,17378014
2022,Oklahoma,Single Family Housing,263508438,1830,84990676
2022,Oklahoma,Telecommunications Programs,127205424,12,0
2022,Oklahoma,Water and Environmental,74982000,24,50672873
2022,Oregon,Business Programs,7694766,51,323630
2022,Oregon,Community Facilities,1909888,18,324650
2022,Oregon,Electric Programs,89620000,1,0
2022,Oregon,Multifamily Housing,32583836,185,16232966
2022,Oregon,Single Family Housing,220404661,778,67711999
2022,Oregon,Telecommunications Programs,63096751,5,0
2022,Oregon,Water and Environmental,53569520,15,17707000
2022,Pennsylvania,Business Programs,182406342,88,37388359
2022,Pennsylvania,Community Facilities,35824489,86,2069200
2022,Pennsylvania,Electric Programs,37000000,3,0
2022,Pennsylvania,Multifamily Housing,49706820,392,2894158
2022,Pennsylvania,Single Family Housing,411024456,2892,23242706
2022,Pennsylvania,Water and Environmental,27263000,9,0
2022,Puerto Rico,Business Programs,26056408,33,26056408
2022,Puerto Rico,Community Facilities,3618703,12,3618703
2022,Puerto Rico,Multifamily Housing,20185314,56,20185314
2022,Puerto Rico,Single Family Housing,284969488,2425,284969488
2022,Puerto Rico,Telecommunications Programs,8783620,1,0
2022,Puerto Rico,Water and Environmental,8353494,22,8353494
2022,Rhode Island,Business Programs,41884657,13,38209
2022,Rhode Island,Community Facilities,2166900,7,1010800
2022,Rhode Island,Multifamily Housing,2516176,12,22764
2022,Rhode Island,Single Family Housing,5177995,21,0
2022,South Carolina,Business Programs,122356667,58,76409278
2022,South Carolina,Community Facilities,68516227,86,36344425
2022,South Carolina,Electric Programs,91550000,2,0
2022,South Carolina,Multifamily Housing,46422502,419,27809493
2022,South Carolina,Single Family Housing,457940461,2329,124145004
2022,South Carolina,Water and Environmental,47833300,9,10969000
2022,South Dakota,Business Programs,92175454,52,64143862
2022,South Dakota,Community Facilities,30273444,28,17452444
2022,South Dakota,Electric Programs,94080000,7,0
2022,South Dakota,Multifamily Housing,17695543,519,5318762
2022,South Dakota,Single Family Housing,104435294,588,13050248
2022,South Dakota,Telecommunications Programs,16957883,1,0
2022,South Dakota,Water and Environmental,4275000,5,950000
2022,Tennessee,Business Programs,47787306,56,18537253
2022,Tennessee,Community Facilities,55585829,52,5741700
2022,Tennessee,Electric Programs,81000000,1,0
2022,Tennessee,Multifamily Housing,39487802,369,18210580
2022,Tennessee,Single Family Housing,731786879,4022,143609777
2022,Tennessee,Water and Environmental,26311791,15,3565950
2022,Texas,Business Programs,150518975,50,7604744
2022,Texas,Community Facilities,66920186,43,15305650
2022,Texas,Electric Programs,313166000,8,0
2022,Texas,Multifamily Housing,78536634,841,46608647
2022,Texas,Single Family Housing,455727033,2737,126322556
2022,Texas,Telecommunications Programs,106400958,11,0
2022,Texas,Water and Environmental,107165796,66,53796496
2022,Utah,Business Programs,27121129,10,22436762
2022,Utah,Community Facilities,1574043,8,1165043
2022,Utah,Multifamily Housing,13114733,79,2928226
2022,Utah,Single Family Housing,226083095,733,11973342
2022,Utah,Water and Environmental,33989239,16,0
2022,Vermont,Business Programs,12886179,61,458482
2022,Vermont,Community Facilities,6489918,21,136000
2022,Vermont,Multifamily Housing,9429469,60,361734
2022,Vermont,Single Family Housing,26483626,230,1882663
2022,Vermont,Telecommunications Programs,499851,1,0
2022,Vermont,Water and Environmental,37356475,9,0
2022,Virginia,Business Programs,19032275,37,5316881
2022,Virginia,Community Facilities,40576737,80,6405000
2022,Virginia,Electric Programs,988320000,6,0
2022,Virginia,Multifamily Housing,52015367,224,22569775
2022,Virginia,Single Family Housing,645379055,3301,76503840
2022,Virginia,Telecommunications Programs,5000000,1,0
2022,Virginia,Water and Environmental,16248700,13,13461000
2022,Washington,Business Programs,52591981,91,15105979
2022,Washington,Community Facilities,30434472,26,2428570
2022,Washington,Electric Programs,35430000,2,0
2022,Washington,Multifamily Housing,49490414,385,25398063
2022,Washington,Single Family Housing,149724315,503,40122202
2022,Washington,Telecommunications Programs,11637540,2,0
2022,Washington,Water and Environmental,22875753,16,2974400
2022,West Virginia,Business Programs,10941870,55,3782036
2022,West Virginia,Community Facilities,14092530,25,3166630
2022,West Virginia,Multifamily Housing,30166511,194,4002262
2022,West Virginia,Single Family Housing,265142914,1655,22997021
2022,West Virginia,Telecommunications Programs,800963,3,0
2022,West Virginia,Water and Environmental,69308204,29,967000
2022,Wisconsin,Business Programs,49590880,91,57562
2022,Wisconsin,Community Facilities,75217763,35,11486119
2022,Wisconsin,Electric Programs,19400000,2,0
2022,Wisconsin,Multifamily Housing,22194684,911,2460741
2022,Wisconsin,Single Family Housing,181818070,1166,8399552
2022,Wisconsin,Telecommunications Programs,227418,1,0
2022,Wisconsin,Water and Environmental,141642000,42,96840000
2022,Wyoming,Business Programs,52718920,15,0
2022,Wyoming,Community Facilities,69157632,19,38195000
2022,Wyoming,Multifamily Housing,5049363,52,745069
2022,Wyoming,Single Family Housing,133565876,654,14984141
2022,Wyoming,Telecommunications Programs,18000232,3,0
2022,Wyoming,Water and Environmental,4229906,8,2274583
2023,Alabama,Business Programs,43509752,36,19995240
2023,Alabama,Community Facilities,59914917,37,1624295
2023,Alabama,Electric Programs,78757000,2,0
2023,Alabama,Multifamily Housing,91805316,462,41305317
2023,Alabama,Single Family Housing,346588298,1959,41916413
2023,Alabama,Telecommunications Programs,7030592,7,0
2023,Alabama,Water and Environmental,38131189,15,9785780
2023,Alaska,Business Programs,23045442,27,21483326
2023,Alaska,Community Facilities,12233700,7,11497900
2023,Alaska,Electric Programs,1554800,2,0
2023,Alaska,Multifamily Housing,10057216,36,5219360
2023,Alaska,Single Family Housing,58195638,200,16832494
2023,Alaska,Telecommunications Programs,272189037,16,0
2023,Alaska,Water and Environmental,30832857,60,21228078
2023,Arizona,Business Programs,92582873,62,49138847
2023,Arizona,Community Facilities,11739500,4,11388500
2023,Arizona,Electric Programs,58888000,1,0
2023,Arizona,Multifamily Housing,22351116,118,14964137
2023,Arizona,Single Family Housing,156494313,777,79414624
2023,Arizona,Telecommunications Programs,74657732,9,0
2023,Arizona,Water and Environmental,20302432,6,11161000
2023,Arkansas,Business Programs,36651277,51,13006691
2023,Arkansas,Community Facilities,1805917,23,544007
2023,Arkansas,Electric Programs,96235000,3,0
2023,Arkansas,Multifamily Housing,30249976,267,13349078
2023,Arkansas,Single Family Housing,299155614,2037,57068173
2023,Arkansas,Telecommunications Programs,4400837,4,0
2023,Arkansas,Water and Environmental,20425001,7,10253000
2023,California,Business Programs,297339430,182,108663781
2023,California,Community Facilities,109320666,48,40884000
2023,California,Electric Programs,250000,1,0
2023,California,Multifamily Housing,170230017,412,130215845
2023,California,Single Family Housing,305937781,1054,225731546
2023,California,Telecommunications Programs,84477788,7,0
2023,California,Water and Environmental,23656700,17,2394800
2023,Colorado,Business Programs,142384819,61,17730866
2023,Colorado,Community Facilities,15394260,7,6650000
2023,Colorado,Electric Programs,525000000,2,0
2023,Colorado,Multifamily Housing,13093060,116,6538664
2023,Colorado,Single Family Housing,62073459,246,13816399
2023,Colorado,Telecommunications Programs,3509565,5,0
2023,Colorado,Water and Environmental,88936324,17,58879000
2023,Connecticut,Business Programs,5692244,29,1962945
2023,Connecticut,Community Facilities,4238400,5,85900
2023,Connecticut,Multifamily Housing,11407980,58,703050
2023,Connecticut,Single Family Housing,18189941,80,2234589
2023,Delaware,Business Programs,1531998,15,120000
2023,Delaware,Community Facilities,27247940,14,17310800
2023,Delaware,Multifamily Housing,6877668,31,3051985
2023,Delaware,Single Family Housing,46669955,171,9683180
2023,Delaware,Water and Environmental,844000,2,0
2023,District of Columbia,Business Programs,1124946,4,0
2023,District of Columbia,Community Facilities,2614000,3,114000
2023,District of Columbia,Water and Environmental,10471000,4,0
2023,Florida,Business Programs,124688428,37,11992291
2023,Florida,Community Facilities,6022254,21,1672864
2023,Florida,Electric Programs,317400000,1,0
2023,Florida,Multifamily Housing,73157495,560,44964420
2023,Florida,Single Family Housing,230938322,1072,59948526
2023,Florida,Telecommunications Programs,166350,1,0
2023,Florida,Water and Environmental,13535189,6,6306189
2023,Georgia,Business Programs,185485894,130,62076457
2023,Georgia,Community Facilities,7026396,52,4657610
2023,Georgia,Electric Programs,1901823000,9,0
2023,Georgia,Multifamily Housing,50325551,475,34370930
2023,Georgia,Single Family Housing,298054047,1484,90056642
2023,Georgia,Telecommunications Programs,23515208,7,0
2023,Georgia,Water and Environmental,8954303,6,4016303
2023,Hawaii,Business Programs,23941295,18,258330
2023,Hawaii,Community Facilities,1388000,2,896000
2023,Hawaii,Multifamily Housing,11903688,21,3095171
2023,Hawaii,Single Family Housing,29583051,80,5005803
2023,Hawaii,Water and Environmental,2623000,3,125000
2023,Idaho,Business Programs,82536170,67,28664726
2023,Idaho,Community Facilities,10341931,6,7093181
2023,Idaho,Multifamily Housing,30677052,181,13286688
2023,Idaho,Single Family Housing,56917199,220,12718106
2023,Idaho,Telecommunications Programs,9026150,5,0
2023,Idaho,Water and Environmental,40984546,27,4304000
2023,Illinois,Business Programs,102814701,298,2210712
2023,Illinois,Community Facilities,40605974,37,8890809
2023,Illinois,Multifamily Housing,33224301,606,4006155
2023,Illinois,Single Family Housing,150853353,1619,13096272
2023,Illinois,Telecommunications Programs,67089341,22,0
2023,Illinois,Water and Environmental,49050800,44,987000
2023,Indiana,Business Programs,60840716,108,1598275
2023,Indiana,Community Facilities,3771743,23,170438
2023,Indiana,Electric Programs,64145000,3,0
2023,Indiana,Multifamily Housing,50359488,846,5121016
2023,Indiana,Single Family Housing,402487094,2368,34642739
2023,Indiana,Telecommunications Programs,402610,1,0
2023,Indiana,Water and Environmental,67603500,23,2644000
2023,Iowa,Business Programs,166285447,317,31453697
2023,Iowa,Community Facilities,119062134,66,1089411
2023,Iowa,Electric Programs,20500000,3,0
2023,Iowa,Multifamily Housing,27269011,462,3232190
2023,Iowa,Single Family Housing,139953655,1114,9019762
2023,Iowa,Telecommunications Programs,9958500,9,0
2023,Iowa,Water and Environmental,61435500,38,0
2023,Kansas,Business Programs,25650331,128,5970530
2023,Kansas,Community Facilities,36961600,19,83000
2023,Kansas,Electric Programs,34654000,3,0
2023,Kansas,Multifamily Housing,29091465,261,1278607
2023,Kansas,Single Family Housing,104040826,827,14440684
2023,Kansas,Telecommunications Programs,52129169,7,0
2023,Kansas,Water and Environmental,59613600,21,0
2023,Kentucky,Business Programs,90510399,118,14237663
2023,Kentucky,Community Facilities,8110878,18,276478
2023,Kentucky,Electric Programs,233261000,4,0
2023,Kentucky,Multifamily Housing,31612429,336,11134923
2023,Kentucky,Single Family Housing,266459383,1825,45304466
2023,Kentucky,Telecommunications Programs,51544221,11,0
2023,Kentucky,Water and Environmental,5553000,5,0
2023,Louisiana,Business Programs,97099223,69,49854083
2023,Louisiana,Community Facilities,64755126,18,38700526
2023,Louisiana,Multifamily Housing,84592824,373,33205686
2023,Louisiana,Single Family Housing,477044487,2713,90394860
2023,Louisiana,Telecommunications Programs,8386460,7,0
2023,Louisiana,Water and Environmental,99000,1,0
2023,Maine,Business Programs,36790092,98,11333475
2023,Maine,Community Facilities,11147945,18,624636
2023,Maine,Multifamily Housing,45921663,395,5441320
2023,Maine,Single Family Housing,113492960,620,7528597
2023,Maine,Telecommunications Programs,1657144,3,0
2023,Maine,Water and Environmental,33032000,11,30000
2023,Maryland,Business Programs,11827782,52,6571575
2023,Maryland,Community Facilities,3802400,23,464700
2023,Maryland,Electric Programs,4900000,1,0
2023,Maryland,Multifamily Housing,21278573,101,9515824
2023,Maryland,Single Family Housing,141660915,555,18326067
2023,Maryland,Telecommunications Programs,3550458,2,0
2023,Maryland,Water and Environmental,11279700,16,733000
2023,Massachusetts,Business Programs,21929676,56,13299527
2023,Massachusetts,Community Facilities,20665836,17,1993399
2023,Massachusetts,Electric Programs,4900000,1,0
2023,Massachusetts,Multifamily Housing,13035227,72,705987
2023,Massachusetts,Single Family Housing,17726856,88,303030
2023,Massachusetts,Water and Environmental,27960000,15,0
2023,Michigan,Business Programs,128958898,154,10500159
2023,Michigan,Community Facilities,21218926,86,8306300
2023,Michigan,Electric Programs,55273000,1,0
2023,Michigan,Multifamily Housing,49285470,1510,13150991
2023,Michigan,Single Family Housing,234181831,1764,24631809
2023,Michigan,Telecommunications Programs,30406972,6,0
2023,Michigan,Water and Environmental,66731000,35,1396000
2023,Minnesota,Business Programs,94172379,333,12545807
2023,Minnesota,Community Facilities,38208298,43,23245200
2023,Minnesota,Electric Programs,242924000,12,0
2023,Minnesota,Multifamily Housing,24611955,496,3605760
2023,Minnesota,Single Family Housing,134884541,756,13897953
2023,Minnesota,Telecommunications Programs,80831972,13,0
2023,Minnesota,Water and Environmental,83976000,31,0
2023,Mississippi,Business Programs,74208040,65,50285193
2023,Mississippi,Community Facilities,28684791,31,28236534
2023,Mississippi,Electric Programs,492659000,1,0
2023,Mississippi,Multifamily Housing,82484894,401,54989207
2023,Mississippi,Single Family Housing,272162913,1852,67661445
2023,Mississippi,Telecommunications Programs,42519356,11,0
2023,Mississippi,Water and Environmental,10507000,8,2791000
2023,Missouri,Business Programs,97073952,242,32443885
2023,Missouri,Community Facilities,99387783,39,47411800
2023,Missouri,Electric Programs,639510000,10,0
2023,Missouri,Multifamily Housing,25462031,785,8100309
2023,Missouri,Single Family Housing,396753696,2747,84407543
2023,Missouri,Telecommunications Programs,224605335,22,0
2023,Missouri,Water and Environmental,74513554,19,1906000
2023,Montana,Business Programs,53750697,83,17365794
2023,Montana,Community Facilities,30966641,23,2499313
2023,Montana,Electric Programs,9307000,1,0
2023,Montana,Multifamily Housing,7926867,187,935499
2023,Montana,Single Family Housing,33474096,187,3558899
2023,Montana,Telecommunications Programs,55632212,4,0
2023,Montana,Water and Environmental,25445000,18,8905000
2023,Nebraska,Business Programs,113608337,158,49489070
2023,Nebraska,Community Facilities,7035633,29,852750
2023,Nebraska,Electric Programs,12008000,1,0
2023,Nebraska,Multifamily Housing,7947048,280,1064163
2023,Nebraska,Single Family Housing,51121978,428,4243905
2023,Nebraska,Telecommunications Programs,1900439,2,0
2023,Nebraska,Water and Environmental,7404000,9,0
2023,Nevada,Business Programs,12390947,15,833672
2023,Nevada,Community Facilities,214462,2,0
2023,Nevada,Multifamily Housing,13871905,53,7889550
2023,Nevada,Single Family Housing,33011081,140,9908005
2023,Nevada,Telecommunications Programs,2815636,5,0
2023,Nevada,Water and Environmental,6052620,4,5814000
2023,New Hampshire,Business Programs,153391656,41,19963137
2023,New Hampshire,Community Facilities,1028006,7,145006
2023,New Hampshire,Multifamily Housing,15690488,91,0
2023,New Hampshire,Single Family Housing,17269633,143,115400
2023,New Hampshire,Telecommunications Programs,1779746,2,0
2023,New Hampshire,Water and Environmental,21845000,6,0
2023,New Jersey,Business Programs,10080050,35,505625
2023,New Jersey,Community Facilities,21935301,14,18531200
2023,New Jersey,Multifamily Housing,13323981,120,3730687
2023,New Jersey,Single Family Housing,33760859,156,4539547
2023,New Jersey,Telecommunications Programs,232378,1,0
2023,New Jersey,Water and Environmental,8644000,5,800000
2023,New Mexico,Business Programs,51202236,29,21359687
2023,New Mexico,Community Facilities,12285939,11,4514300
2023,New Mexico,Electric Programs,124457000,3,0
2023,New Mexico,Multifamily Housing,22939711,118,15890858
2023,New Mexico,Single Family Housing,27439534,164,13451695
2023,New Mexico,Telecommunications Programs,132225484,15,0
2023,New Mexico,Water and Environmental,22116891,10,7375891
2023,New York,Business Programs,123156213,110,2193217
2023,New York,Community Facilities,64238773,64,12817900
2023,New York,Multifamily Housing,30249377,375,2261093
2023,New York,Single Family Housing,72724085,725,5231135
2023,New York,Telecommunications Programs,11788704,11,0
2023,New York,Water and Environmental,122349800,36,7999500
2023,North Carolina,Business Programs,141748006,112,76384733
2023,North Carolina,Community Facilities,61875350,50,36658600
2023,North Carolina,Electric Programs,149181000,3,0
2023,North Carolina,Multifamily Housing,110241908,510,67933117
2023,North Carolina,Single Family Housing,348846312,1857,106852240
2023,North Carolina,Telecommunications Programs,33997155,8,0
2023,North Carolina,Water and Environmental,63013000,17,21102000
2023,North Dakota,Business Programs,53065328,61,15295599
2023,North Dakota,Community Facilities,9842300,14,1546900
2023,North Dakota,Electric Programs,109307000,3,0
2023,North Dakota,Multifamily Housing,4825296,116,928514
2023,North Dakota,Single Family Housing,28708411,191,1675827
2023,North Dakota,Telecommunications Programs,1051599,1,0
2023,North Dakota,Water and Environmental,9279000,12,6560000
2023,Ohio,Business Programs,125658158,161,19301287
2023,Ohio,Community Facilities,27679700,41,323000
2023,Ohio,Electric Programs,117008000,5,0
